	Genre	actual	char	line	pred	linelength
27683	Drama	0	JACKIE	luke called.  he says you're checking out.  of the heartbreak hotel. the waitress appears.  rachel too locked into the moment to notice. so...	0.0	23
27684	Crime	0	CAROL	there are three men dead.	1.0	5
27685	Romance	1	CHARLES	if i have any questions about what my daughter may believe, i'll let you know. tyler gestures with the portrait	1.0	20
27686	Romance	0	KATHARINE	you will.  you will.	1.0	4
27687	War	1	TEX	okay ... don't catch no zzz's on me buddy or i'll sling your motherfucking ass ... you hear me?	1.0	19
27688	Adventure	1	DOUG	numtok:numtoknumtok.	1.0	1
27689	Romance	1	CHARLIE	 i'm just so happy for you to have friends like ralph. what a great friend to have.	1.0	17
27690	Sci-Fi	1	THREEPIO	where could they be?	1.0	4
27691	Mystery	1	DAGGETT	it's on the inside.	1.0	4
27692	Mystery	0	KATHERINE	okay, everbody stays on the courts today.  -- i mean it.	1.0	11
27693	Sci-Fi	0	CLEMENTINE	good.	1.0	1
27694	Fantasy	1	LEGOLAS	and you have my bow.	1.0	5
27695	War	1	MAGGIO	i'm sick of its can't a man get drunk? can't a man do nothin? can't a man put his lousy hands in his lousy pockets on a lousy street? a man gotta be hounded every minute of his life? i ain't gain to take its i ain't no cowards i ain't yellows i ain't no bums i ain't no scum! mps! mps! come and get us!	1.0	66
27696	Drama	0	ROSE	 well, you're real sweet to make it for me.  there never was nobody like you. and you don't need to worry, i ain't goin' out no more.	1.0	27
27697	Mystery	1	ROSS	was that marine identified in the letter?	1.0	7
27698	War	0	DOROTA	 michal dzikiewicz. he's my husband.	0.0	5
27699	Drama	0	SAMMY	around two o'clock this afternoon... yeah, a ninety three toyota tercel. new york plates vnumtoknumtoknumtokac... please.	1.0	16
27700	Comedy	1	LARRY	get out.	1.0	2
27701	Sci-Fi	1	MATT	ah, see, here's the first stage of your downfall, hubris.	1.0	10
27702	Romance	0	HAZEL	make something up.	1.0	3
27703	Crime	1	YURI	 vivian...	1.0	1
27704	Drama	0	EVE	the curtains. i made them myself.	1.0	6
27705	Drama	1	SAYER	and these gentlemen?	1.0	3
27706	Adventure	1	DOUG	get a dance yet?	1.0	4
27707	Sci-Fi	0	CLEMENTINE	 yeah.  i'm not, like, a robert frost lover by any stretch.  his stuff seems strictly grade school to me.  but this made me cry for some reason.  maybe because it is grade school.  y'know?	0.0	34
27708	Drama	1	BILLY	along with german, hiljus and jeremy giambi.	1.0	7
27709	Mystery	0	BETTY	do you know them?!	1.0	4
27710	Sci-Fi	1	TREVOR	where'd he go?	1.0	3
27711	Romance	1	PAT	here, let me give you a hand. i'm sorry. i'm being rude.	1.0	12
27712	Fantasy	1	O'CONNELL	he's here! i saw him! that thing is here!	1.0	9
27713	Crime	1	ALEX	sssshhh. she's resting.	1.0	3
27714	Western	1	MACREEDY	you think maybe if i wrote him, the letter would be forwarded?	1.0	12
27715	Mystery	1	TAYLOR	say night, night, dead girl.	1.0	5
27716	Crime	0	CASS	come on, give me something. you've got, like, a million weapons in the jacket.	1.0	14
27717	Mystery	1	KEITH	no.	1.0	1
27718	Romance	0	NATALIE	give it up for ned. numtoknumtok.	0.0	6
27719	Crime	0	GINGER	 come on. can i keep this one in the house?	1.0	10
27720	Drama	1	TY	sudden loss of power.      lights out.	1.0	6
27721	Romance	1	CARD	this copy.     is worse.   than yer bo	1.0	7
27722	Romance	1	CARL	 just tell me what you've got to say to me, i've been waiting for so long to hear the truth, it comes as no surprise at all you see, so cut the crap and tell me that we're through. now i know your heart, i know your mind, you don't even know you're being unkind, so much for all your highbrow marxist ways, just use me up and then you walk away, boy you can't play me that way. numtoknumtok.	1.0	80
27723	Thriller	1	THEO	i'm from akron.	1.0	3
27724	Mystery	1	MAX	right. okay, so that is what i'm hearing. now, i want you to listen. listen carefully because i want you to hear this. wade? numtoknumtok.	1.0	25
27725	Mystery	0	JODY	you've got a beautiful life.  and even with this, it's always been clear that he loves you.  i've come to think that's all that really matters.	1.0	26
27726	Sci-Fi	1	QUAIL	what's all this?	1.0	3
27727	Drama	1	CURTIS	well, i think...	1.0	3
27728	Adventure	1	CHRIS	i think so.	1.0	3
27729	Crime	0	KAY	he's not the same as when i met him.	1.0	9
27730	Fantasy	1	GANDALF	and what about very old friends?	1.0	6
27731	Sci-Fi	1	ANDREW	the trick is to pretend like it's on a plate. you get it on the plate and then you wrap the plate around it, and you can move it however you want.	1.0	32
27732	Mystery	1	BOURNE	no.	1.0	1
27733	Mystery	0	ALLISON	no.	1.0	1
27734	Adventure	0	GRAN	 oh... where are we?	1.0	4
27735	Fantasy	1	ARTHUR	i will ride with sir kay. lancelot, rest here.	1.0	9
27736	Romance	1	STEWART	tell them to carry in pairs. those three and those two the black and the red, then the suitcases.	1.0	19
27737	Romance	0	JUNO	oh. sure. of course you'd want to know how your kid is cooking.	1.0	13
27738	Adventure	1	JOHN	 be right back.	1.0	3
27739	Sci-Fi	1	HELLBOY	don't move. we --	1.0	4
27740	Fantasy	0	KAYLEIGH	you're better off anyway.	1.0	4
27741	Sci-Fi	1	LUKE	 i think we took a wrong turn.	1.0	7
27742	Sci-Fi	1	SHINZON	and?	1.0	1
27743	Romance	0	ALLY	i just don't see the point in waiting for something i know i want and am going to have. what if i die eating my mussels?	1.0	26
27744	Romance	1	WILLIAM	that is a cheap question and the answ is, of course, no comment.	1.0	13
27745	Sci-Fi	1	STEVE	ah, dude, it's rush hour.	1.0	5
27746	Mystery	0	SANDY	we've got some heinekens.	1.0	4
27747	Mystery	0	CAROL	hurry up. come on.	1.0	4
27748	Sci-Fi	0	CLEMENTINE	god bless alcohol, is what i say.  where would i be without it.  oh, jesus, mary, and joseph, maybe i don't want to think about that.	1.0	26
27749	Fantasy	1	KING	hammer time.  see, that tickle in your throat you're feeling right now?	1.0	12
27750	Mystery	0	SUSAN	thank god.	1.0	2
27751	Drama	1	GRADY	you're saying everybody's been wrong? everybody?	1.0	6
27752	Drama	1	GANDHI	sardar...  you have gained weight. you must join me in the fast.	1.0	12
27753	Adventure	0	LIANE	let me go bring in a pitcher.	1.0	7
27754	Mystery	1	DAGGETT	no.	1.0	1
27755	War	1	KING	gonna be a rabbi man?	1.0	5
27756	Sci-Fi	1	SPOONER	what's the run-down?	1.0	3
27757	Sci-Fi	1	OWEN	you can waste time with your friends when your chores are done. now come on, get to it!	1.0	18
27758	Drama	1	SIDNEY	 can't hurt...	1.0	2
27759	Fantasy	0	DOROTHY	please, aunt em, toto didn't mean to. he didn't know he was doing anything wrong. i'm the one that ought to be punished. i let him go in her garden. you can send me to bed without supper --	0.0	39
27760	Comedy	1	JOHN	well, i'm gonna...	1.0	3
27761	Adventure	1	JACK	i don't know. senior editor? sounds like you're in to me.	1.0	11
27762	Sci-Fi	1	HARLAND	maybe you want to get caught. couple of days hiding in a basement too much for you, i bet. you'll probably turn yourself right in!	1.0	25
27763	Crime	1	DENG	where are you going?	1.0	4
27764	Crime	1	HARRY	i'll be sad. but i'll be okay.	0.0	7
27765	Mystery	0	JULIE	"wait, it's nancy -- numtoknumtok	int. hotel kitchen - night"	1.0	10
27766	Mystery	0	GALE	fair enough.	1.0	2
27767	Crime	1	JOHN	i'm pretty naive? look at you. you have to do all this, and what have you got to show for it? nothing.	1.0	22
27768	Mystery	0	BREE	yes -- jane mckenna's book -- i could make a phone call.	1.0	12
27769	Sci-Fi	1	NEO	what are you doing?	1.0	4
27770	Mystery	0	DOROTHY	 if i die, then they'll be free. it's getting late, isn't it? i can tell. it's a cold feeling when it's late. it's warm then it gets cold. jeffrey. i feel it getting cold.	0.0	34
27771	Mystery	1	GALE	he's not a suspect, is he?	1.0	6
27772	Adventure	0	MARGO	and it's time for you to get out there.	1.0	9
27773	Romance	1	ALVY	hey, what am i-your son?  whatta you mean?	1.0	8
27774	Adventure	1	MILES	well, i'm tired. aren't you tired?	0.0	6
27775	Crime	1	SAM	it's all done, so save yer breath... where's the keys to the safe?	1.0	13
27776	Drama	0	RACHEL	i need to talk to you.	1.0	6
27777	Mystery	1	BILL	does your mommy know you escaped from the straightjacket?	1.0	9
27778	War	1	VINCE	 say that one more time!... say it!!! go on, say it!!!	1.0	11
27779	Romance	1	ELLIOT	 look, i've got a splitting headache and i don't like being accused.	1.0	12
27780	Fantasy	0	JOSEPHINE	i have photos from the wedding to show you. there's a great one of you and my father. i had an extra print made.	1.0	24
27781	Drama	0	ELENA	but not too ashamed.	0.0	4
27782	Sci-Fi	1	TITAN	you're right. i don't have to do anything. isn't that cool?	1.0	11
27783	Romance	0	ANNA	hey.	1.0	1
27784	Fantasy	0	ELSPETH	i've participated in every drawing since i came of age.	1.0	10
27785	Drama	1	O'CONNOR	it was good. he was a hard worker, a lot of drive, a real hustler.	1.0	15
27786	Thriller	1	CHRIS	i'm serious, mate... why not? shifty doesn't say anything.	1.0	9
27787	Mystery	1	KAFFEE	'cause you have wisdom beyond your years. dave, can you play third base?	1.0	13
27788	Romance	0	RENEE	amateur, but yeah.    i show every friday.	1.0	7
27789	Drama	1	SENIOR	take it. put this damn thing out. numtoknumtoknumtok. ellis takes the hose as senior stomps on board to catch the phone. ellis drops the hose. senior's voice, speaking into the telephone, faintly carries outside. he's yelling. ellis turns his head to listen.	1.0	42
27790	Crime	1	ELLERBY	fuck yourself.	1.0	2
27791	Drama	1	CLAPPER	scene six, take five!	1.0	4
27792	Romance	1	EDWARD	no, it's all right. opening night never starts on time.	1.0	10
27793	Crime	1	BEN	jelly!	1.0	1
27794	Drama	1	WALTER	fun. a bunch of grown men sitting around waiting to look at college boy pictures.	1.0	15
27795	Comedy	0	MURIEL	poor jim, he sounded so worried before. i certainly hope he comes up with something.	0.0	15
27796	Fantasy	1	STU	that's right. run! and don't come back unless you've got my e-ticket!!	1.0	12
27797	Action	1	GAO	i'm coming, just to keep you out of trouble!	1.0	9
27798	Romance	0	ANGIE	so what do you feel like doing tonight?	1.0	8
27799	Crime	1	MILLER	sir: this is the number of a public phone in downtown boston.  it's a cutout, between the bordello, and the abductors. a call is placed when they have a package to deliver.	1.0	32
27800	Horror	1	JACK	i'm not being grouchy.  i just want to finish my work.	1.0	11
27801	Romance	0	ADRIAN	don't do that again!	1.0	4
27802	Romance	0	TIFFANY	i'm focused.	1.0	2
27803	Drama	0	JANE	hi.	1.0	1
27804	Sci-Fi	1	REESE	i know.  this is a dream, sarah.	1.0	7
27805	Crime	1	HARRY	...who lives in the rotunda.     excuse me.	1.0	7
27806	Adventure	1	HALF-EAR	not me, man. but i did get my college diploma.	1.0	10
27807	Action	1	POWELL	guard inside.  no signs of disturbance ...i'm going up for a closer look. numtoknumtoknumtok     int. machine room - same                              numtoknumtoknumtok numtoknumtoknumtok     ext. roof - same                                      numtoknumtoknumtok numtoknumtoknumtok     int. numtokrd floor - same                                 numtoknumtoknumtok numtoknumtoknumtok     numtoknumtokth floor  - same                      numtoknumtoknumtok	1.0	39
27808	Adventure	1	HICCUP	uh, should i... should i know you?	1.0	7
27809	Fantasy	0	TERRI	yes. numtoknumtok	1.0	2
27810	Adventure	1	HOOPER	going out on the 'aurora.'	1.0	5
27811	Crime	1	DANNY	why?	1.0	1
27812	Drama	0	BETH	i hope my husband's not working you too hard.	0.0	9
27813	Comedy	1	LIEBKIND	here is gut... of course, of course. in electricity, it's always male to female.  but with people, it's not always so.  come ve must go back.	1.0	26
27814	Fantasy	0	BELLA	yes, you can. i'll help you. we can... we can leave. leave home, leave sam.	0.0	15
27815	Drama	1	ELLIS	i think so.	1.0	3
27816	Mystery	0	LISA	it doesn't seem to be in any hurry.	1.0	8
27817	Adventure	1	GRUG	come on, thunk.	1.0	3
27818	Romance	1	ALVY	hey, don't put it on me.  you kn- wh-what is it, i don't wanna put a wad of white powder in my nose 'cause the-the nasal membranes ...	1.0	28
27819	Sci-Fi	1	HENRY	things have gone worse with this cholera outbreak. thousand new cases a day now. classes have been suspended. university's shut down.	0.0	21
27820	Comedy	1	TED	for what?	1.0	2
27821	Crime	1	ALFRED	at this point, sir, i would set you up with a chimpanzee if i thought it would bring you back into the world.	1.0	23
27822	Crime	1	MCCUTCHEON	what do you think, you're not a nigger? you're a nigger as much as me.	1.0	15
27823	War	1	SZPILMAN	i'll see you...soon.	1.0	3
27824	War	1	BARNES	yeah, and i ain't even cheating yet.	1.0	7
27825	Sci-Fi	0	WOMAN	that's all right. happy turn. numtoknd woman you'll renew. i've got a feeling.	1.0	13
27826	Mystery	0	BREE	what the hell do you mean, pathetic?	1.0	7
27827	Comedy	0	LULU	do you have to wear that thing in your ear all the time?	1.0	13
27828	Drama	1	JOE	your support means everything to us. really.	1.0	7
27829	Comedy	1	DEAN	timbo! sorry about that gigantic boner i got while we were spooning.	1.0	12
27830	Romance	0	HARRIET	what happened, charlie?	1.0	3
27831	Romance	0	ALLY	come on, aidan.	1.0	3
27832	Fantasy	1	BUZZ	 halt!  who goes there?!	1.0	4
27833	Drama	0	JESSICA	look, don't even get into the cheating thing, 'cause you're seein' rachel still. don't call me the slut. numtoknumtok	0.0	19
27834	Crime	1	TOM	what was that about? i mean, i'm just sitting here and all of a sudden you go postal on me.	1.0	20
27835	Sci-Fi	1	CHURCH	we got it all right.  this is an outpost here, not the third army! you've got us securing thirty-four locations and erecting monitor units in one month and --	1.0	29
27836	Romance	1	COX	before e.o.q. them's our orders.	1.0	5
27837	Comedy	1	FISHER	 we missed the deadline.	1.0	4
27838	Romance	1	TILNEY	she comes!	1.0	2
27839	Sci-Fi	1	ANDREW	i bought a camera. i'm filming all your shit from now on. numtok. there's a beat, and then we can hear mr. detmer moving away from the door.	1.0	28
27840	Crime	1	DAVID	this is what pascal means when he says the only time we're truly happy is when day-dreaming about future happiness.	1.0	20
27841	Romance	1	DIEGO	she never explains anything.	1.0	4
27842	Romance	1	CARL	are you deaf?	1.0	3
27843	Sci-Fi	1	RYAN	make your dogs bark again, aningang. will you? please...	1.0	9
27844	Adventure	1	HOOPER	 that's it! i'm standing here arguing with a guy who can't wait to be a hot lunch. goodbye.	1.0	18
27845	Crime	1	MILO	oh hi.	1.0	2
27846	Adventure	1	KUMAR	i just needed to get my hands on these...	1.0	9
27847	Comedy	1	JASON	oh, boy.	1.0	2
27848	Sci-Fi	1	HAWKEYE	well, they can't bank worth a damn. find a tight corner.	1.0	11
27849	Crime	0	MAGGIE	you're kiddingnumtok   you got transferred?	1.0	5
27850	Mystery	0	KARLA	'cause that's the only way i'm ever gonna be able to afford a big bed like this.	1.0	17
27851	Horror	1	JOSH	this is useless...i have no idea what i'm doing and you just suddenly expect me to...	1.0	16
27852	Drama	1	YUSSEF	that's because you don't know how to shoot. give me the rifle. ahmed looks at his brother defiantly, then hands the rifle over. yussef aims and fires. the shot echoes through the vast desert; the frightened goats scamper a few yards away.	1.0	42
27853	Romance	1	BERNIE	i was out of control.	1.0	5
27854	Sci-Fi	0	LINDSEY	do you always have to call him that?  the suit? it makes you sound like such a hick.  his name is michael.	1.0	22
27855	Crime	1	CARTER	i won't be using the room tonight.	1.0	7
27856	Drama	0	SUSAN	...but you did it for greed, sidney - and that's pathetic.	0.0	11
27857	Adventure	1	MATER	free? well, shoot, what am i doing here?	1.0	8
27858	Crime	1	SAUL	seriously?	1.0	1
27859	Fantasy	1	TED	that's a great story, i felt like i was there.	1.0	10
27860	Adventure	1	BRODY	yes.	1.0	1
27861	War	1	VINCE	where the hell were you? we were all set -- beer, broads. right? am i right?	1.0	16
27862	Drama	0	JACKIE	ironic, that i'm gonna need you. all the air comes out.  her heart as naked as her skull.	1.0	18
27863	Romance	1	LAMARR	seven hundred.	1.0	2
27864	Drama	1	DUSSANDER	heavens, boy, wasn't that precisely the point?  i used the evening to our advantage .	1.0	15
27865	Mystery	1	HUDGE	johnny's handsome, ladies, but the real attraction is below the belt. second only to steve cochran, he's sometimes known as 'oscar' because of his academy award-size appendage.	1.0	27
27866	War	1	LONGSHANKS	where is my son?	1.0	4
27867	Romance	1	HARRY	 it is eleven...	1.0	3
27868	Crime	1	DONNIE	nothing's gonna happen to me, terry. nothing's gonna happen to us -- i won't le t it. okay ?	0.0	19
